,Customer,Date,Rating,Review Title,Review Body,New Rating
201,Aakash Deep,2021-04-20,4.0,eye catching color red,good one smooth use,3
202,Ankit r.,2021-01-08,5.0,camera,camera good,5
203,saiyyed vikar ali,2021-03-18,3.0,exclusive gadget,exceptional,4
204,S.Siva Ram Kris,2020-11-07,5.0,nice looking phone,nice phone,5
205,Tarun barath,2020-11-07,3.0,review use,nice phone,5
206,shreha,2021-02-05,3.0,five star,wao phone iphone,4
207,tulsi,2021-03-05,5.0,iphone wins battery would better,exceptional except battery,5
208,Talwinder Batth,2020-12-28,5.0,good,camera performance,5
209,Arman Singh,2021-03-11,4.0,awesome,awesome,5
210,Mohirajsinh,2021-01-02,5.0,worth money,great upgrade,5
211,Manish Ranjan,2021-04-25,5.0,good,goog,5
212,Ayush Garg,2021-01-15,5.0,happy receive new iphone,expensivei like white,5
213,Md.Rafi Ahamed Basha,2021-01-08,5.0,customer satisfaction,superb product thx apple,5
214,natvar singh,2021-02-27,5.0,performance,good phone indeed,5
215,Divya,2021-02-17,5.0,always verify serial number apple website enjoy real best,great product,5
216,S.Siva Ram Kris,2020-11-07,5.0,costly worthy,awesome,5
217,Tarun barath,2020-11-07,3.0,battery,like much,5
218,NITISH KUMAR SINGH,2021-03-11,5.0,camera perfomance,best every department,5
219,vineeth,2021-03-21,4.0,amazing,excellent product,5
220,Himanshu Vaid,2021-04-22,5.0,good,bad,5
221,M.Lalithakumari,2021-04-18,5.0,superb mobile,amazing mobile,5
222,Devaprasad,2021-03-29,5.0,overall good product,battery,5
223,Binin,2021-04-17,4.0,bionic,speed period,5
224,anuj jain,2021-03-04,4.0,best iphone,good choice,5
225,Ritesh,2021-04-13,5.0,iphone,great phone,5
226,Amazon Customer,2021-03-06,5.0,best phone ever,happy happy,5
227,Amazon Customer,2020-12-27,5.0,everything fine,everything fine,4
228,S.Siva Ram Kris,2020-11-07,5.0,apple,official look,5
229,Tarun barath,2020-11-07,3.0,apple iphone,good phone,5
230,KAMAL OJHA,2021-02-27,5.0,,nice,5
231,sukalyan,2021-04-19,2.0,good,good,5
232,Salil chandra,2021-03-11,5.0,good,iphone awesome,5
233,Jeffy Jacob,2021-04-09,5.0,awesome white,awesome,5
234,Amazon Customer,2021-03-03,5.0,apple iphone,good use,5
235,Shoaib Ahmed,2021-03-07,5.0,,amazing,5
236,Rakesh,2021-02-01,3.0,everything fine except cheating battery life charger earphones apple must include,good phone,4
237,hitesh v rathod,2021-01-27,5.0,phone,best mobil,5
238,P veeru,2021-02-08,5.0,worth buy,gd product,5
239,Ajay,2021-03-29,5.0,nice,good,5
240,S.Siva Ram Kris,2020-11-07,5.0,iphone,working fine,5
241,Tarun barath,2020-11-07,3.0,nice,nice,5
242,Deepak,2021-01-07,5.0,op phone,like,5
243,Abhishek Panda,2021-03-20,5.0,cam battery performance excellent,excellent,5
244,Abdul,2021-01-17,5.0,worthy upgrade,,5
245,YOGENDRA SINGH,2021-04-11,5.0,worth buying amazon,excellent,5
246,ATHAR ALAM,2021-01-31,5.0,awesome phone,awesome,5
247,Anuj,2021-04-03,5.0,awesome,good,5
248,Chandresh dubey,2021-02-06,5.0,thanku appario retail private ltd,best phone,4
249,Shiva,2021-03-29,4.0,iphone lover,liked,5
250,Brajesh Kumar Singh,2021-04-04,5.0,finally received great one,great,5
251,owais,2021-01-08,5.0,provide fastest mmwave india,costing huge amount iphone support mmwave india fastest purchasing cautious fact,5
252,S.Siva Ram Kris,2020-11-07,5.0,china mobile,country origin chinachina manufacturing much cost waste money product wastekeep love ur parents gadgets,5
253,Tarun barath,2020-11-07,3.0,phones gone crazy price,apple samsung price war late also buying phone worth india leaves bad taste mouth judging anyone buys still developing nation children dying hunger spend money wisely nt give instagram fueled dystopia,4
254,Masood,2021-01-27,5.0,cost cutting,charging adapter earphones charging cable enough lenghtyhmm looks like day far apple sell iphones without box lol,5
255,Rajendra Chawhan,2021-03-22,5.0,buy apple need overpriced camera,worth money think apple deliberately selling inferior products india star ratings apple fanboys interested instagram pictures since camera good request people buy samsung truly smartphone plus strong make india commitment never heard violence samsung factories,4
256,Ramadevi,2021-01-16,5.0,try understand best iphone,much heating problem listen songs mobile camera also much great recently migrated android iphone observing lot restrictions accessories also costly spend good amount money buy accessories wondering iphone much craze best iphone im seeing much difference one plus vs iphone providing quality trying understand last months special iphone compare others except cost show society using iphone folks please help providing review anyone pros iphone would great help shall also try analysis post see best,5
257,Venkat Srighakollapu,2021-03-07,5.0,excellent phone,got apple online india people say battery life good laying battery life good heavy user last full day gamers hours continuous uses price higher everything good well built software experience good sound display excellent normal faster phones price higher great phone,5
258,Gaurav,2021-01-17,5.0,awesome better expected,bought product showroom shifted different flat ca nt give showroom review giving help customers decide phone really awesome good job apple better expected awesome product totally recommend buy,5
259,R.S.Shivashish,2020-11-13,5.0,good phone bit overpriced,although purchased retail device performance excellant used upgrade xr significantly notices difference viewing angle aspect well day day use per power management stat using hrs percent battery left camera flawless daylight artificial lighting also superb night mode see picture white flowers taken night mode although thought major difference xr display matters observ difference viewing high resolution colourful content stereo sound improvment also found previous device altough bit overpriced phone user planning upgrade older siblings disappointed enjoy one handed opearation,5
260,Amit Kumar,2021-04-20,5.0,great phone great look performance go get,bought nov new box type design differentiates earlier recent modelsbest oled display refresh rate really matterlight weight nice grip easy operate one handless thickness iphone enabledhaving necessary features pro model value money perfect inch screen sizevery good battery lifefastest bionic chip processorhdr photosdolby hdr videosbrighter display iphone charger boxstill comes lightening port c type port,5
261,jagdeep singh makkar,2021-03-14,5.0,iphones got worth upgrading,iphone golden mean iphone seriesbattery lasts dayin performance section usual apple bestit oled display mind blowingeven though compatible also works betterdon buy gb choke much earlier people tend use iphones long times,5
262,RAVI ANANDDL,2021-01-05,5.0,iphone,iphone amazing fast network fast design soo good excellent pixels camera good must go,5
263,sanam s.,2020-11-07,5.0,dont waste money,waste worth dont go blindly apple logo apple shut soon indiaworst,5
264,S.Siva Ram Kris,2020-11-07,5.0,thoughts phone months use,using phone almost months amazingg phone guarantee u enjoy phoneyou love beautiful oled display camera processor everythinggbattery life amazing heavy user still gets hour screen timejust go pls use case screen protector cause back fingerprint magnet display attracts lot scratches,5
265,Tarun barath,2020-11-07,3.0,go iphone everyday user,excellent device beautiful ios amoled display design drawback coming android devices massive batteries single day battery used,5
266,nijanth reddy,2021-04-05,4.0,battery performance good,battery performance good sims active even lasting day nominal use,5
267,Afzal,2021-03-16,5.0,awesome always apple,stunning performance committed features sorry fancy amazon delivery good always highly recommend piece,5
268,Vijay Singh,2021-04-12,5.0,awesome always,bought iphone loved cool features excellent performance planning buy one series buy iphone,5
269,Sopan Wandhekar,2021-04-18,5.0,phone iphone,gorgeous display excellent camera quality worlds fastest phone looks beautiful feels premium hand downside price india lightning speed delivery amazon,5
270,Amazon Customer,2021-03-13,5.0,battery,worst ever phones low camera battery life low quality product sad,5
271,Vishal,2021-02-14,5.0,complete phone,amazing display great graphics camera nice stereo sound super fast user friendly good battery life nice security obviously killer looks,5
272,Mohit thawani,2021-01-22,5.0,iphone amazing,iphone amazing phone according picture quality amazing features really nice,5
273,Amazon Customer,2021-03-11,5.0,best phone value money,best phone upgraded iphone jump best camera video quality superb,5
274,Jyothiswaroop,2020-12-30,5.0,wooooww,great phone nt buy writing need words submitting review heeeeee aaa,5
275,shekhar,2021-03-10,5.0,say superb,great one fabulous never expected one great product apple long long time good see product,5
276,S.Siva Ram Kris,2020-11-07,5.0,best iphone ever,awesome battery life camera good specially portrait mode bionic chip awesome love,5
277,Tarun barath,2020-11-07,3.0,best phone,best phone surecombine apple w adapter give less mins,5
278,Siraj Ali,2021-03-24,4.0,beast,browser support video well getting lots hate shame removing charger box know years later like headphone jack,4
279,Anil Tiwari,2021-04-19,5.0,beautiful stylish phone good battery life,beautiful phone amazing battery life camera quality face id works perfectly blue colour vibrant stylishgo,5
280,debasis patnayak,2020-12-17,5.0,go,wont say value money phones offer top notch flagship features need apple brand go always pay brand phone,5
281,Amazon Customer,2020-12-31,5.0,worst battery life,purchase iphone gb bluecomplaint raised iphone worst battery experience response said common although using iphone series currently using x battery life,5
282,Vignesh,2021-04-18,4.0,apple iphone love,excellent performance excellent new features camera battery always love value money worth buying like nice design also,5
283,mohit gupta,2020-12-28,5.0,good phone,good phone buy brand name iphone although iphone x imo overpriced compared similarly priced galaxy note bigger offers memory far customization features iphone since,5
284,AKHILESH PAL,2021-02-15,4.0,amazing product,bionic chip indeed amazing sharp edges true beauty indeed camera performance astonishing well,4
285,Rahul Solao,2021-04-16,4.0,network problem,battery good value money lite expensive finally iphone e sim network till working properly,5
286,Basavaraj,2021-03-16,5.0,amazing phone ever,amazing phone kidneys safe nd shift android user ios user literally,5
287,Karan Vitthal Waghbije,2021-04-23,5.0,recommend look options,buying miseries starts matter much discount get need spent atleast additional basic accessories first apple product n really disappointed,5
288,S.Siva Ram Kris,2020-11-07,5.0,caption needed go,best phone market right u definitely check go,5
289,Tarun barath,2020-11-07,3.0,better samsung note pro ultra,best ios phone budget amd better samsungs flaships mobile uh want go,3
290,Gardhara singh,2021-01-21,5.0,good,great phone costlier camera best part battery life great light hold love iphone,5
291,Habibullah k.,2020-12-10,4.0,battery worse better,battery worse batter battery drain first charge use play music minut battery first,5
292,Ujjwal,2021-04-05,5.0,awesome,beautiful design super performance nice mobile phone fingerprint replaced face recognition problems far,5
293,sandeep,2020-12-17,5.0,beast,beast ever trust brand plasticsreally worthable product applethe originallity quality ever appletrust,5
294,#jpkworld,2021-02-05,5.0,charger,finger print dediya hota ho jate best phone camera best display best battery backup best performance best big problem chager,5
295,Atulya Nagarsenkar,2020-11-07,5.0,battery bummer,great camera freaking battery bummer would recommend iphone u wan na battery life,5
296,Nikhil Kumar singh,2021-03-12,5.0,good,good product overall using since two months months months months months months months months months months months months,5
297,Amit,2021-03-13,5.0,camera battery,improved battery quality camera still better iphone oneplus pro satisfied product,5
298,Jaswinder Singh,2020-12-23,5.0,,best phone myriad apps like androidsurround sounds best battery best display love phone best class,5
299,Abhishek Gupta,2020-12-26,5.0,love,camera quality nicelove producti upgrade iphone x iphone product value moneythank apple,5
300,S.Siva Ram Kris,2020-11-07,5.0,khatam tata bye bye,okkk done one kidney going sell another one power adapter case ofcourse value kidney,5
301,Tarun barath,2020-11-07,3.0,best prooduct,rushikesh patel iphone good phonevalue moneygood camera batterycamera sensor best iphone,5
302,Berry,2020-12-27,5.0,iphone beast,beast best battery life love mobileit light weight good,5
303,PDas,2020-12-11,1.0,camera design display quality,camera design display quality improved regular notch honest review,5
304,Amazon Customer,2020-12-17,1.0,battery life poor,camera good battery poor capacity also warmth problem think phone value money price range,5
305,Socrates,2021-03-24,1.0,loving,switching iphone gap years feels good smooth performance improved battery life,5
306,Irfan Ahmed,2020-11-30,4.0,best,good phonei like muchyou also buy phone hdfc offers win,5
307,sagnik,2021-02-23,1.0,nice,amazing product apple good camera quality look premium best phone year good deal amazon,5
308,Bhanu Prabhakar,2021-04-03,3.0,kidney iphone,sold kidney mobileits working kidney didntthe pain smaller price mobile,4
309,Eunus Mondal,2020-11-29,5.0,phone always iphone,man chip fast camera op good samsung word better,5
310,DT,2020-12-08,5.0,camera,awesome phone camera screen wow love must buy phone recommend every one buy,5
311,Swarnendu,2021-01-22,5.0,iphone choice,love iphonemy first choice iphone buy iphone choice love iphone best choice apple,5
312,S.Siva Ram Kris,2020-11-07,5.0,perfect replacement long time android user,okay need clear misconceptions phone seeing lot negative reviews true probably ios haters android user since got first phone many years switched apple complaining high prices disappointed samsung using exynos processors flagship phones india causes heating oneplus throwing one cheap model another every six monthsand trust guys amazing software butter smooth might never go back android first said battery life bad got phone percent charge pm hours percent even kept data pack whole timesecondly many guys reviewing phone basis charger everyone knows iphone comes without adapter people research buying third hz thing matter flipping screen real quick u wont even notice difference hz androidand lastly ai sharp camera automatically detects low light even face recognitionoverall phone worth high price definitely using years happy customer,5
313,Tarun barath,2020-11-07,3.0,great purchase,used use android phone till wanted switch ios year bought iphone good ios device performance cameras sufficient next year launched though fan iphone box design could nt buy somehow nt crazy changing upgrading phone every year bought iphone thought phone everything needed ever except box design satisfied enough thisas time goes years passed away many iphone models came nt eager buy year series launched made excited buy firstly technologically behind secondly nostalgic box designyears ago switched ios quite satisfied never thought want go back androidwhen comes iphone great beautiful device smooth performance good battery life overpriced course people always choice buy though face id new initially little inconvenient compared touch id hopefully gon na used iti bought gb device per requirement colour white finger prints back visible compared darker coloursinr discount colour white plus hdfc instant discount effective price unfortunately charging brick nt included coasted usbc apple india websiteoverall great device satisfied purchase overpriced sure,4
314,Bhupendra Patil,2020-12-30,5.0,phone beast,thanks amazon n seller early delivery used phone last days n absolutely stunning beautiful n beastcamera awesome n night mode fabulous upgraded iphone phone current market outdo though expensive regret buy u affordi seen lot negative comments n r android users using ph another years,5
315,Shreyas Gokhale,2020-11-26,5.0,worth go,great initially heating issue learnt due initial setup process monster,5
316,S,2020-11-20,5.0,everything good te yellow tinted display,completely satisfied performance camera battery life display totally disappointed extra yellow tint display colors photographer colour grading artist accurate color reproduction almost importance please reconsider decision similar profession,5
317,Suresh B Samson,2021-03-20,1.0,awesome,back design iphone phone feels great hold use snappy good battery life records video hdr looks really good oled screen phone,5
318,satwik,2021-03-14,5.0,best premium smartphone aspects,looks premium hand fastest mobile planet right definitely worthybattery life good compared flagship mobilescamera outstanding apple always iphone seriesalways love apple products still love,5
319,Ashik K.,2020-11-27,5.0,iphone,day review bought iphone red color soon may modify review,5
320,hari,2021-02-03,3.0,awesm,awesome phone reasonable price got good deal ur camera lover u go u disappointed camera,5
321,Shareef ,2021-02-11,5.0,best buying experience,enough written iphone already liked user experience buying amazon rather store,5
322,Saood Khan,2021-04-05,5.0,best iphone,awesome photo video qualityperformance top notchas usual awesome ios,5
323,Faisal Hussain Khan,2020-12-14,5.0,best,like powerful phone,5
324,S.Siva Ram Kris,2020-11-07,5.0,perfect one,perfect one iphone iphone,5
325,Tarun barath,2020-11-07,3.0,good one,good one first time using,5
326,Sudhanshu Kumar,2021-03-31,1.0,beyond expectations,looks stylish camera quality beyond expectations,3
327,Rikita Thakkar,2021-03-27,5.0,excellent iphone,superb experience,5
328,zubin Wadia,2021-03-25,5.0,phew,great phone,5
329,C P Bhatt,2021-01-11,5.0,nice,best phone,5
330,Nikhil,2021-01-18,5.0,price could,great phone doubt price given battery capacity touch feel improved getting bigger ram plus esim working voice clarity improved compared iphone battery life note upgraded iphone recommend people using iphone models,5
331,Sukumar Chowdary,2021-03-29,5.0,good phone overall lack features bit overpriced,display camera quality good super fast lag free looks build quality top notch like boxy shape ios integration apple ecosystem works like charm u apple battery life resale value due apple brand zoom lens price camera versatile due face id notch due mask work fingerprint sensor must days overpriced india atleast slow charging adapter ios limitations coming android dual whatsapp call recording split screen multitasking home screen customisations etc display big notch let,5
332,Abhishek tiwari ,2020-11-25,5.0,scratch issues display,ceramic shield say glass unbreakable thing doesnot cover scratches small scratch screen display day use searched online solution found onethis problem facing many iphone pro customers,5
333,Advait,2020-12-03,5.0,excellent,awesome phone great looks great hardware go without thinking twice worth money price paid,5
334,Anuj Trehan,2021-01-16,5.0,amazing iphone,amazing iphone stylish smart awesome quality superb video quality amazing good battery life use style review ashokroczz,5
335,Angana,2021-01-31,5.0,wan na buy ca nt,cant afford iti always wanted iphone participated amazon quiz prize money buy,4
336,S.Siva Ram Kris,2020-11-07,5.0,nt buy online,plz take shop amazon got nt buy online worth l e sok,5
337,Tarun barath,2020-11-07,3.0,good,good good iphone pro nice flagship nice phone feels like holding iphone iphone mixed,5
338,Gokul Girish,2021-03-25,4.0,booting issue found update ios iphone series,phone good nice performance also well update ios found booting issue still solved apple,4
339,Mohmmed Azmathulla,2021-04-25,1.0,best iphone buy,moved oneplus phone perfect hand smaller size battery backup great minor tweaks get day back camera better one plus,5
340,Seema Satpute,2021-02-22,5.0,good one go,awesome product battery life also good normal user easily use days hrs screen resolution camera quality every thing exceptional,5
341,rajeev kumar,2021-02-12,4.0,apple products amazing,always fan apple products cant compared android phone blue color amazing screen touch picture quality weight looks battery life really good think twice go,5
342,Nikhil Raj S,2021-01-18,5.0,good phone,apple decent phone upgrade using apple phone x using pro would say wait till next version next excellent phone battery life great usual light weight beautiful hold available india wait time enjoy fun using device,5
343,SandeepBeligini,2021-01-10,3.0,phone heats,phone heats much use also charging got replaced one time still problem happened,5
344,sanjay g.,2020-12-22,5.0,excellent phone beautiful,excellent phone reason reduced one star since amazon reduced price rs day received phone really hurts spending much hard earned money exchange value received older phone also pretty inadequate considering condition green colour cameras battery life really good lasts almost days screen bright vibrant speaker nitpicking fingerprint sensor would much convenient indian variant nt mmwave antenna inspite expensive us variantoverall great buytip please buy gb model unless robust cloud subscription upload stuff,5
345,Prateek Sharma,2021-04-24,1.0,bad camera,using oneplus pro bought secondary ph camera pathetic worthy got scratchy product hanged replace still happy oneplus best period,3
346,Sarvesh,2020-12-31,5.0,amazing feels super premium,words say,5
347,Rahil Shaikh,2020-12-08,5.0,amazing amazing,loving cant seem get yo still fabulous condition except battery amazing look feel yet explore finer aspectssuper quick delivery ordered night got early mrng delivery day,5
348,S.Siva Ram Kris,2020-11-07,5.0,love apple brand,vera lavel eruku friends,4
349,Tarun barath,2020-11-07,3.0,works,apple else reason need,5
350,Manash Choudhury,2020-11-29,5.0,works,apple else reason need,5
351,Zilangamba warepam,2021-01-17,3.0,good,overall good camera battery life good iphone,5
352,Kinjol,2021-01-01,5.0,service woes defective product combined poor service read,given star apple continues sell defective product without resolving reported issues worldwidebeware buy luck solely based months experience defective purchased amazonpart rise iphonethe saga began aspiration buy quality iphone feedback never hangs wait one told wo nt hang till works came gift wife seeing aspiration also got inspired jumped gun buy birthday none us imagined nightmare become got defective piece nt believe search iphone nonresponsive screen get heartburns reading many nonresponsive screens worked even replacement whole phone one guy replaced times issue kept coming backit seems iphone defective buildafter approx days started seeing issue phone unlocking face unlock nothing used work touch screen effectively able walk past unlocked screenif locked unlocked touch screen would start functioning till next time would behave manner installed apple support app diagnose issue luckily touchscreen issues went away without tracebut wait wasnt lucky issue crept back exactly day time vengeance phone simply would nt unlock matter see screen would charge reboot began nightmare part iipart ii phantom iphone service menace direct way contact india customer support chat automated call back first tell usual workarounds press button b c etc etc already tried standard procedures eating much time next frustrating min call send instructions email take backup factory restore ignoring fact touch screen isnt working expected take backup using itunes due pin requires touch screen work frustrations peak reach back support trying get appointment nearest service center service locator app working scheduled call back wait designated schedule get mail reachable wait number prefixed automated call back also adding another shikes never get call back try reach frustrations peak nt want talk started chat session luckily got appointment next hour reached service center asked wait diagnosed found iphone screen responsive seek guidance apple week checking online status didnt change called service center asked status told waiting parts apple told interested either replace whole handset refund moneyi provided apple support number talk decision come apple immediately call apple support long conversation minutes defiant replace handset insist provide quality repair india repairs like new offer new repaired phone give money back also state usa replace india repair given answer every region different policy discriminatory call ends minutes strong discussions evaluate quality repair accept phone back still change status site sure even know screen issues iphonepart iii empire strikes back many days apple service clue whats happening except waiting apple respond multiple followups posts twitter got attention repaired phone acceptable returned days chassis replaced poor service one expensive phones planet apple taken indian customers granted sure would replaced phone immediately usbad overall experience spoiled product ownership experience forever,5
353,A.Selvamanikandan,2020-12-03,5.0,happy amazon customer service resolve processed,order apple iphone dated item received opening box found sim removal pin manual missing immediately submitted missing item unfortunately amazon team contact update provided missing submission amazon around raised issue nothing happens till hence contact amazon technical team denied submission found inform late contact customer careis fault amazon team faulttill date nothing resolved,5
354,Sumit vansh,2021-04-25,5.0,ok,price brand nothing else,5
