,Customer,Date,Rating,Review Title,Review Body
79,Amazon Customer,2020-12-18,3.0,All rounder awesome n expensive beauty...,"  I love my iphone 12 so very much. Excellent display, battery life and camera and a14 processor chip is outstanding. Only one demerit and that is the cost of the phone. It's very expensive. Cheers..."
80,Amazons,2021-04-06,1.0,Really Amazing  Phone,"  This is my first iPhone, before it I used One Plus 7T. Believe me iPhone 12 is just amazing device. Everything is perfect, no complaints for anything. Display, design, camera, battery all are amazing. Im really happy for my iPhone 12. Superb Phone 👌🏼👌🏼👌🏼😍😍😍"
81,Buyer,2021-03-19,5.0,Bad battry,  Battry is very poor i was using 11pro and now its look like I have  wasted my money on 12
82,Preksha,2021-01-27,1.0,Superb,  Superbbb phone.First time I am using I phone feeling better experience with I phone 12.if u will use i phone 12 then u never buy stupid oppo Vivo like android phone
83,Rajeev Raghavan,2020-12-06,5.0,"Ringtone sound decreases after 2,3 seconds. Is it normal?","  Product is good. And in the phone when you get call the ringtone sound initially very high after 2,3 seconds the ringtone sound will decreases in my phone, is this normal in iPhone 12 or my phone is fault piece. Please anybody clarify my doubt. Thanks in advance"
84,S.Siva Ram Kris,2020-11-07,5.0,Osm I phone 📱 12 🤩,  Super duper hit👍👌😍🥰
85,Tarun barath,2020-11-07,3.0,"Not sure about the phone, I need to take it to Apple showroom and check","  For some reason the phone is going blank suddenly, while using WhatsApp and other apps"
86,Tenzin,2021-01-29,5.0,Great mobile to use!!!,  Everything is quite fine but only matters is battery backup is very low.Hardly for a normal user it lasts not more than18-20 hours
87,Ranjeet,2021-01-05,3.0,Return,  This product was hang plz replace the iPhone no work sim tray battery problem
88,Ananthakrishnan N.,2021-01-06,5.0,Good buy and recommended,  iPhone is always and iPHone. Very good CX and UX and trouble free usage. Camera this time is Super clear. Loving it !!
89,Sumit Shey,2020-11-20,5.0,Not the Apple I want to bite,"  Apple is loosing its grip as a premium product. Now it slows down, hangs often, reboots and irritate. It’s slowly becoming just a symbol rather than an actual smart phone."
90,iXist,2021-01-09,5.0,Camera pixel not as per expection,  Not to long battery backup only two three hours
91,DEV SA,2021-04-19,5.0,Best Smartphone used till date,  Haven’t used a smartphone this good. Would say just perfect for my need. Sometimes I feel likes touch is like butter. Battery works for me 2 days with dual sim usage.
92,Sheetal,2020-12-22,5.0,facing problem of less life in battery,"  facing less life problem in battery, need to replace itvery poor service, pick up scheduled today 09.04.2021, however delivery boy not picked up the phone inspite of coming at our company, very poor service from amazon, we are very disappointed"
93,Swaroop Mandlik,2021-02-08,5.0,"Awesome phone in terms of battery, build, camera quality and yes, the colour :)","  Loved it absolutely , I mean apple is making the phone smoother and improving the build and camera quality so it’s better than the previous version. Other than that, I can not see any major changes but then that’s how apple has been :)"
94,Rajat Mittal 1986,2021-03-15,5.0,Best Phone,  Apple user will always love an upgrade and new user will be delighted.I am loving this upgrade.
95,Ankur Kapoor,2020-12-26,5.0,Good mobile,  Excellent mobile. screen qualitySound quality Excellent battery life excellent totally great mobileSuper........camera.
96,S.Siva Ram Kris,2020-11-07,5.0,Great experience,"  I don’t think one would regret after having iPhone 12. Yes, the battery life would have been better, but is acceptable. It’s nothing like draining in no time. One would really enjoy this latest model by Apple rather than counting on battery life."
97,Tarun barath,2020-11-07,3.0,Awesome,  Just Superb.. delivered within 3 days. Very polite delivery boy/agent. Great packaging. Phone is awesome👌🏾
98,Sourabh Sharma,2021-03-15,5.0,Best in gaming and camera quality,"  Best camera quality,screen resolution superb,battery performance for me like i also play highly graphics games (best in class).premium looks great performance,what else we want ✌🏼"
99,Aiman,2021-03-16,1.0,Product was switched off permanently,  Product was switched off permanently after a week.
100,avinash chandra,2021-01-21,5.0,Phone already use,  My phone already used
101,Balaji,2020-11-27,5.0,Don'trun for it,  Over hiping product and camera as blur picture quality
102,Amazon Customer,2020-11-15,5.0,I as an iphone,  Its osum phone.!
103,Gomathi Sujini,2021-02-20,2.0,Speaker and phone heating issues I need replacement as soon as possible,  Phone was heating to much and speakers are also not working properly from last week plz I need replacement
104,INDRAJIT PAL,2021-02-03,5.0,Lovely product,"  As usual, apple products are upto the mark. Extremely efficient delivery by Amazon...keeo it up guys"
105,Sorav kumar R.p singh hospital indra road guru Kirpa variety store 7986727779,2021-02-15,1.0,Great,  Everything is good but battery life is poor.
106,JK,2021-04-12,5.0,Good product,  Expensive
107,Kuldeep S.,2021-03-23,3.0,Brand is always a brand,  Your browser does not support HTML5 video.   Just killing awesome 👍
108,S.Siva Ram Kris,2020-11-07,5.0,Awesome Experience,  I am a first time user but must say actually a privilege to own one and an awesome user experience.On time Delivery and to the mark packaging from Amazon also added for the smiles at my place
109,Tarun barath,2020-11-07,3.0,Best iPhone till yet!!,  Practical Phone for practical life
110,Ramesh rawat,2021-02-11,1.0,Display issue,  My iPhone 12 display are very warm yellow even I turned off truetone and nightshift.
111,bikrams,2021-02-15,5.0,It’s a great product for iOS lovers !!,"  I Loved I Phone X, because of size & design !!This one better in both aspects, it’s a very light phone !!"
112,Ramesh Chand Verma,2021-04-03,2.0,Amazing iPhone 12,"  This is a Gem. The product meets your expectations. Display, Battery life and Camera : Best in class."
113,meenal,2021-02-22,5.0,Safe to buy on Amazon it’s 3rd time I bought iPhone here,  You all know about the product and it’s features. Here I am writing about Amazon is trusted you can buy IPhone here without any hesitations.
114,Anshul,2021-03-18,5.0,Awesome phone,  It's an amazing product
115,Narasimha.mekala,2021-04-16,5.0,I have recieved bad quality,  Battery pock up is not goog actually the phone is not picking the battery
116,RRS,2021-02-10,5.0,Simply Amazing,  Nice model from iPhone all features are good except battery and its go up to maximum 8 hrs
117,C Vanalalhmangaiha,2021-01-26,5.0,BETTER,  AWESOME
118,Kunal giri,2021-04-14,5.0,Super,  Good
119,Bhavkan Indane,2021-03-26,1.0,Smooth-like silk.,"  It’s totally a worthy one to buy , cameras theee best , night mode is exquisite, surprisingly the battery back up is good and overall it’s a good deal to buy ."
120,S.Siva Ram Kris,2020-11-07,5.0,Great phone with great issues,  This phone is good. But it suddenly showing some issues like camera and gallery crash. If you change wallpaper too frequently and taje too much pic.
121,Tarun barath,2020-11-07,3.0,Best Best Best,  Your browser does not support HTML5 video.   Thankyou Amazon❤️❤️❤️❤️❤️Such a beautiful phone it is.I'm in love with this blue colourLove you🥺
122,kamadeep singh,2021-03-13,1.0,A little bit expensive 😉,  Better build quality as compared to iphone 11 but the camera is good in iphone 11 as compared to this one.
123,Yogendra Reddy,2021-04-04,3.0,Battery life is very very bad.,"  Overall iPhone is very nice but battery life is very very bad and phone getting heat,also camera is problem when in night mode."
124,Abhinay dwivedi,2020-11-18,5.0,I need to Change n upgrade,  Not like want to change this to apple 12 proPls advice how to do
125,saikumar,2021-04-01,1.0,Apple is always the best !,  Best in class but a bit over priced.
126,Rohan Kotecha,2021-04-25,5.0,Best iPhone ever,  I’m using iPhones since long time & this one is the best ever iPhone. Battery is decent but otherwise it’s top notch.
127,Swati Mondal,2021-01-11,4.0,It amazing amazing phone,  Little hot phone. GamingWorld best phone in my handDon’t worry
128,Mousumi Chakraborty,2021-02-28,5.0,Best iPhone ever...,  Iphone 12 is by far the best iPhone no wonder why its getting all the praises from everyone. Thanks amazon for smooth delivery.
129,Mk singh ,2021-01-02,5.0,Good,  Price is bit high
130,Prashant Moily,2021-04-25,5.0,Good product,  Nice product
131,Naveen,2021-03-07,5.0,Super performance  iPhone 12,"  Super Duper iPhone 12 I Love it,It’s World Bigest Brand Smart Phone"
132,S.Siva Ram Kris,2020-11-07,5.0,No charger is disappointing,  It's iphoneOnly disappointment is they don't give a charger along
133,Tarun barath,2020-11-07,3.0,Apple the Future technology,  Your browser does not support HTML5 video.   This is first time I’m switching from android to iOSIt is just amazingBatter life is awesome
134,Thirumalairaja,2021-04-06,3.0,👍👍,  👍👍
135,Manish Kumar Dhaka,2020-12-24,5.0,Iphone is best mobile,  Only good
136,MAHESH,2021-02-06,5.0,Best of best,  It’s an awesome phone. Best in technology. After two months of used didn’t find any negative.
137,Satpal Verma,2021-02-07,5.0,Ok,  Good
138,Imran Sheriff,2020-11-17,5.0,Best!!,  The best device Apple has manufactured.Amazon delivery was fast and robust.
139,Chiluka lachanna,2021-03-26,1.0,Compact kid for Phonies,  A phone with good performance
140,Dr N Mariappan,2021-03-09,4.0,Best camera in all phones,  Low light photography is killer in this phone
141,drpbaskar ,2021-04-09,5.0,Awsome,  Loved the new Iphone.
142,V RAMAKRISHNA,2021-04-15,4.0,Go for it guys!,"  Lot of new features added in this new iPhone, night mode is improved, and a satisfactory battery back upWorth every penny!"
143,Shrinivasreddy,2021-04-24,5.0,🍎 always good,  Good one
144,S.Siva Ram Kris,2020-11-07,5.0,Performance was awesome,  Good product
145,Tarun barath,2020-11-07,3.0,Extremely satisfied,"  Best phone one can ever get.If you r old iphone user, this is one for you"
146,rahul prasad,2021-02-16,2.0,Value for money,"  Battery life ok but getting warmth very high ,as I am using normal also."
147,Sonam arora,2021-01-21,5.0,awsm fone,  nice i loved it
148,Mansi,2021-01-15,4.0,All things are very good,  I feel veryyyyyyy gooooodddd because it's screen is very good and touch response is awesome I am promoting it buts very goooodddd
149,Reetimukta Rath,2021-01-18,2.0,Battery is draining even on standby,  Battery is discharging even on standby
150,Swadha,2021-04-13,1.0,Doesn't worth your money,  64 gb == 49 gb storageNo chargerNo air podsMore fakeLow quality camera
151,Khaled,2021-02-02,5.0,Amazing!,  Amazing Apple phone after long
152,Mukul b.,2021-03-18,5.0,"My first choice , awesome",  It's awesome iPhone
153,Regins s.,2021-01-28,5.0,Value for money,"  Value for money....Battery Life, Camera, Performance everything is just perfect...awesome 👍"
154,Vaibhav Pratap Singh,2020-12-22,5.0,Its a very reliable device just go for it without second thought 😌,  Simply Amazing 😍
155,ASISH MANNA,2020-12-29,5.0,I recommended anyone contemplating that it's totally safe to buy from this retailer.,  I'm in love with the colour
156,S.Siva Ram Kris,2020-11-07,5.0,Nice product,  Super product
157,Tarun barath,2020-11-07,3.0,Thanks to amazon,  All good but bettory backup is too much short duration only 3-4 hour while capure pictures and videos
158,Roshan ,2021-03-18,5.0,Ringer volume almost inaudible,  The ringer volume is extremely low. So I would really appreciate it if the phone is replaced.
159,Subashis Biswas,2020-12-26,5.0,Sucking the sack,  iOS updates sucks
160,CliffordGlasso,2021-04-23,4.0,Nice phonr,  Great performance
161,Anudeep Chowdary,2021-03-04,5.0,Wow,  Awesomely smooth
162,Alok Tripathy,2020-12-27,5.0,Excellent,  Excellent
163,Sonu,2021-01-20,5.0,Perfect!,  Awesome! Exactly as expected.
164,DEEPAK LENKA,2021-03-05,5.0,Perfect phone,  Value for money
165,RAJA,2020-12-12,4.0,Satisfied with the upgrade from SE!,  Great buy!
166,Nik,2020-11-26,5.0,Amazing phone 😍😍😍,  Excellent camera and build quality. Decent battery life.
167,Anbu,2021-02-28,4.0,Best product 😇,  Thank you Amazon to bring me such a best product !
168,S.Siva Ram Kris,2020-11-07,5.0,Better than other iphone models,  Better than other iPhone models batter back up is improved light body weight
169,Tarun barath,2020-11-07,3.0,I phone,  Good
170,Sharath ,2021-02-02,5.0,apps not working,  some time the apps are not working & the app are not update
171,Shashikant,2020-11-18,5.0,Amazing performance,  Good looking
172,Imtiyaz k.,2020-11-14,5.0,⭐️⭐️⭐️⭐️⭐️,  Very good
173,Sameer,2021-04-24,5.0,Over priced,  Phone is good but over priced
174,Hiren,2021-04-01,5.0,Design is very impressive,  Excellent phone
175,Mohit,2021-03-09,5.0,Nice Product,  Battery Life is good and Screen Quality is very good
176,Amazon Customer,2021-02-09,4.0,Nice Phone,  Nice phone but too costly.
177,dalbir,2021-03-22,5.0,Best Mobile of 2020,  Best Mobile of 2020
178,Gaurav Trivedi,2021-01-28,5.0,Top notch,  Best ever phone from apple but costly as always
179,sarika,2021-04-05,1.0,"Get the adaptor separately, not provided in the box","  IPhone 12 is super handy, blue is cool color. Loved it."
180,S.Siva Ram Kris,2020-11-07,5.0,Superb,  Value for money
181,Tarun barath,2020-11-07,3.0,Worth,  I just love the phone
182,Chaitanya,2021-01-29,2.0,Awesome,  Liked the phone it’s awesome
183,Rohan Sharma,2021-04-25,5.0,Overall performance of iphone 12 is good,  Good
184,Amazon Customer,2020-11-21,5.0,Best!,  Awesome product and genuine seller
185,Varun saini,2021-04-12,5.0,Good,  screen on time is 7 hours
186,Krupal,2020-11-22,5.0,Nothing to think before buying.. excellent performance.. excellent phone,  Camera is perfect..no doubt..but rate should be low..
187,Ayushee,2021-01-29,5.0,Great product,  Great product
188,Shahnawaz khan,2021-01-24,5.0,Good,  Good
189,Dulichand,2020-12-30,5.0,Best purchase ever,  Must buy...enjoying every bit of it
190,Shoma,2021-04-20,1.0,Shandaar phone value for money,  Charger adapter not provided by the apple
191,RAMANA MIDDE,2021-04-05,1.0,Go 4 pro,  Cld hav been better battery
192,S.Siva Ram Kris,2020-11-07,5.0,Excellent product,  Apple will never fail your expectations.
193,Tarun barath,2020-11-07,3.0,Powerful Phone,  A powerful Phone with wonderful features!
194,Sharat,2021-03-22,5.0,My first iPhone and am satisfied,  Awesome camera quality night mode pics are grt.
195,Deep,2021-04-21,5.0,Best Iphone Till Now Loving It 🥰😍😍,  Best Iphone ever Battery Life Is ok No problem
196,Manish mishra,2021-03-09,5.0,Average phone,  Not as expected abt this brand.
197,pradeep maithani,2021-04-16,5.0,mobile ka badshah,  very fastest camera best photos
198,Harmeet,2021-03-05,5.0,Mind blowing,  King of mobiles
199,pramesh arambam,2021-03-20,5.0,Awesome device,"  Wonderful device, Loved Apple"
200,Manojkumar P,2021-02-14,5.0,Good one,  Just go for it. Another great iPhone.
201,Aakash Deep,2021-04-20,4.0,An eye catching color red is .,  It’s a good one. Very smooth to use.
202,Ankit r.,2021-01-08,5.0,Camera,  Camera is good
203,saiyyed vikar ali,2021-03-18,3.0,Exclusive gadget,  Exceptional
204,S.Siva Ram Kris,2020-11-07,5.0,nice looking phone,  nice phone
205,Tarun barath,2020-11-07,3.0,Review after use,  Nice phone
206,shreha,2021-02-05,3.0,Five star,  Wao I phone is iPhone
207,tulsi,2021-03-05,5.0,iPhone wins of battery would have been better,  Exceptional except the battery
208,Talwinder Batth,2020-12-28,5.0,Very Good!,  Camera and performance
209,Arman Singh,2021-03-11,4.0,Awesome,  Awesome
210,Mohirajsinh,2021-01-02,5.0,Worth the money,  Great upgrade from 11 to 12
211,Manish Ranjan,2021-04-25,5.0,Good,  Goog
212,Ayush Garg,2021-01-15,5.0,Very happy to receive this New iphone,  It's very expensive.i like white 🤍
213,Md.Rafi Ahamed Basha,2021-01-08,5.0,Customer satisfaction,  Superb product... Thx to apple
214,natvar singh,2021-02-27,5.0,Performance,  Very good phone indeed.
215,Divya,2021-02-17,5.0,Always verify your serial number with apple website to enjoy the real best,  Great product
216,S.Siva Ram Kris,2020-11-07,5.0,Costly but worthy,  Awesome
217,Tarun barath,2020-11-07,3.0,Battery,  I don’t like to much
218,NITISH KUMAR SINGH,2021-03-11,5.0,The Camera Perfomance,  Best in every department.
219,vineeth,2021-03-21,4.0,Just amazing,  Excellent product
220,Himanshu Vaid,2021-04-22,5.0,Good,  Not bad
221,M.Lalithakumari,2021-04-18,5.0,Superb mobile,  Amazing mobile
222,Devaprasad,2021-03-29,5.0,Overall good product,  Battery 🔋life
223,Binin,2021-04-17,4.0,A14 Bionic,  Speed. Period.
224,anuj jain,2021-03-04,4.0,Best iPhone,  Good choice
225,Ritesh,2021-04-13,5.0,IPhone 12,  Great phone
226,Amazon Customer,2021-03-06,5.0,Best PHone ever ❣️,  Happy Happy ☺️
227,Amazon Customer,2020-12-27,5.0,Everything is fine,  Everything is fine
228,S.Siva Ram Kris,2020-11-07,5.0,Apple 🍎,  Official look 👀
229,Tarun barath,2020-11-07,3.0,Apple iPhone 12,  Good phone
230,KAMAL OJHA,2021-02-27,5.0,5,  Nice
231,sukalyan,2021-04-19,2.0,Good,  Good
232,Salil chandra,2021-03-11,5.0,Very good,  IPhone 12 awesome
233,Jeffy Jacob,2021-04-09,5.0,Awesome white,  Awesome
234,Amazon Customer,2021-03-03,5.0,Apple iPhone 12,  Good to use
235,Shoaib Ahmed,2021-03-07,5.0,😊😊😊,  So amazing 😍😘
236,Rakesh,2021-02-01,3.0,"EVERYTHING Is fine EXCEPT CHEATING OF BATTERY LIFE,CHARGER,EARPHONES. APPLE MUST SHOULD INCLUDE",  GOOD PHONE
237,hitesh v rathod,2021-01-27,5.0,I Phone 12,  Best mobil
238,P veeru,2021-02-08,5.0,Worth to buy,  Gd product
239,Ajay,2021-03-29,5.0,Nice,  Very good
240,S.Siva Ram Kris,2020-11-07,5.0,Iphone 12,  It's working fine
241,Tarun barath,2020-11-07,3.0,Very nice,  Nice
242,Deepak,2021-01-07,5.0,Op phone,  Like
243,Abhishek Panda,2021-03-20,5.0,Cam and battery performance excellent,  Excellent
244,Abdul,2021-01-17,5.0,A worthy upgrade,  ❤️
245,YOGENDRA SINGH,2021-04-11,5.0,Worth buying from Amazon,  Excellent!!!!
246,ATHAR ALAM,2021-01-31,5.0,Awesome Phone,  Awesome
247,Anuj,2021-04-03,5.0,Awesome,  Good
248,Chandresh dubey,2021-02-06,5.0,thanku appario retail private ltd,  best phone
249,Shiva,2021-03-29,4.0,iPhone lover,  Liked it
250,Brajesh Kumar Singh,2021-04-04,5.0,"Finally received, great one 👍🏼",  Great
251,owais,2021-01-08,5.0,Will not provide fastest (mmWave) 5G in India,"  After costing a huge amount iPhone 12 will not support 5G mmWave in India, which is the fastest 5G. So, before purchasing be cautious about the fact.."
252,S.Siva Ram Kris,2020-11-07,5.0,China mobile,  Country of origin chinaChina manufacturing that much cost waste money on that product wasteKeep love ur parents not gadgets
253,Tarun barath,2020-11-07,3.0,Phones have gone crazy with Price.,"  Apple and Samsung both are in a price war off late, also buying a phone worth 80k in India leaves a bad taste in my mouth.  I'm not judging anyone who buys this, but we are still a developing nation, with children dying of hunger, spend money wisely, Don't give in to the Instagram fueled dystopia."
254,Masood,2021-01-27,5.0,Cost cutting,"  No Charging adapter, No earphones and charging cable is not enough lenghty.Hmm looks like the day is not far when Apple will sell the iphones without a box. lol"
255,Rajendra Chawhan,2021-03-22,5.0,Buy apple if you need a overpriced camera,"  Not worth the money, I think apple deliberately selling inferior products to India. All 5 star ratings are from apple fanboys who are interested in Instagram pictures (since camera is only good ). I request people to buy only Samsung as they are truly ""smartphone"". plus their strong make in india commitment. Never heard of any violence in samsung factories."
256,Ramadevi,2021-01-16,5.0,Try to understand what is best in Iphone,"  Too much heating problem when I listen songs in the mobile and camera also not that much great. Recently I have migrated from android to iPhone observing lot of restrictions and accessories also costly have to spend good amount of money to buy all accessories, but I’m wondering why iPhone has that much craze what best in iPhone because Im not seeing much difference between one plus vs iPhone as both are providing same quality. I’m just trying to understand from last 3 months what is the special in iPhone compare to others except cost and to show society that I’m using iPhone. Folks please help me by providing your review if anyone have any pros of iPhone , it would be a  great help for me. I shall also try to do more analysis and post here if I see any best"
257,Venkat Srighakollapu,2021-03-07,5.0,Excellent phone,"  I got it from Apple online india, People who say battery life is not good they are just laying battery life is good for heavy user it will last full day, for gamers 5.5 to 6.5 hours on continuous uses. price is higher but everything good and well built and software experience is good, sound and display is excellent. normal 4g is 60 to 70 faster than any other phones. price is higher but its a great phone."
258,Gaurav,2021-01-17,5.0,Its awesome!!! Better than how i expected!,  I bought this product from the showroom but now we shifted from there to a different flat so i can't give the showroom the review. So I am giving it here to help other customers decide. This phone is really awesome! Good job apple. Its better than how I had expected it! Awesome product totally recommend to buy it!
259,R.S.Shivashish,2020-11-13,5.0,Very good phone with bit overpriced,"  Although i have purchased from retail ..but the device performance is excellant.. I used to upgrade from XR to 12..and significantly notices the difference in viewing angle aspect as well as day to day use.. As per power management  stat after using 17 hrs, 20 percent battery left .. camera is flawless in daylight/ artificial lighting also superb night mode.. you can see the picture of white flowers taken in night mode.. Although i thought there will be no major difference in XR and 12 display, but it matters!!! You can observ the difference while viewing any high resolution and colourful content. Stereo sound improvment also found from my previous device.. But altough it is bit overpriced.. But any i phone user planning to upgrade from it’s older siblings he will not be disappointed and will enjoy the one handed opearation"
260,Amit Kumar,2021-04-20,5.0,Great phone with great look and performance . Go get it !!,  I bought it on 21st Nov 2020.Pros -New box type design differentiates it with earlier recent  models.Best OLED display. 60Htz refresh rate doesn’t really matter.Light weight. Nice grip and easy to operate by one hand.Less thickness than iPhone 11.5G enabled.Having all necessary  features of pro model so value for money .Perfect 6.1 inch screen sizeVery good battery lifeFastest Bionic A14 chip processor.HDR photosDolby HDR videosBrighter display than iPhone 11.Cons -No charger in boxStill comes with lightening port and not C type port
261,jagdeep singh makkar,2021-03-14,5.0,iPhones just got worth upgrading....,"  iPhone 12 is the golden mean in all the iPhone 12 seriesBattery lasts for about a day.In Performance section, as usual, Apple is the best.It’s OLED display is mind blowing.Even though it is 5G compatible, 4G also works better.Don’t buy 64 GB as it will choke you much earlier as people tend to use iPhones for long times."
262,RAVI ANANDDL,2021-01-05,5.0,Iphone 12,  Iphone 12 is amazing. It’s so fast. It has 5G network  which is so fast. Design is soo good. Excellent pixels. Camera is good. Must go for it
263,sanam s.,2020-11-07,5.0,Dont waste your money,"  Waste, it is worth 10,000/ only...Dont go blindly for apple logo...Apple will shut down soon in india..Worst"
264,S.Siva Ram Kris,2020-11-07,5.0,Thoughts about the phone after 2 months of use,"  I have been using this phone for almost 2 months now...its an amazingg phone i guarantee u will enjoy this phone..you’ll love the beautiful oled display the camera the processor,everythingg..battery life is amazing i am heavy user and still gets 9 hour of screen time..just go for it but pls use case and a screen protector cause the back is s fingerprint magnet and the display attracts a lot of scratches"
265,Tarun barath,2020-11-07,3.0,The go to iphone for an everyday user,"  Excellent device, beautiful iOS, AMOLED display and design. The only drawback for me coming from Android devices with massive batteries is that this only has a single day battery while I am used to more."
266,nijanth reddy,2021-04-05,4.0,Battery performance is not good,  Battery performance is not good when both the sims are active. It’s not even lasting for a day in a nominal use.
267,Afzal,2021-03-16,5.0,Awesome as always - Apple,  Stunning performance with committed features. ( sorry for no Fancy).  Amazon delivery was very good as always. Highly recommend this piece.
268,Vijay Singh,2021-04-12,5.0,Awesome as always,"  Just bought iPhone 12 and loved it. Cool features with excellent performance. If you're planning to buy one of 12 series, buy iPhone 12."
269,Sopan Wandhekar,2021-04-18,5.0,Its not a phone its iPhone!!!,"  Gorgeous display, excellent camera quality and its worlds fastest phone, looks beautiful and feels premium in hand. The only downside is price in India. Lightning speed delivery with Amazon."
270,Amazon Customer,2021-03-13,5.0,Battery,  Worst ever  that any other phones low camera and battery life low quality product  I am so sad for this
271,Vishal,2021-02-14,5.0,Complete phone,"  Amazing display, great graphics and camera, nice stereo sound, super fast, user friendly, good battery life, nice security and obviously killer looks."
272,Mohit thawani,2021-01-22,5.0,Iphone 12 is amazing,  Iphone 12 is an amazing phone according to me the picture quality is amazing and the features are really nice
273,Amazon Customer,2021-03-11,5.0,BEST PHONE OF 2020 .. VALUE FOR MONEY ...,  BEST PHONE OF 2020... UPGRADED FROM MY IPHONE 6 TO 12.. ITS A JUMP ...BEST CAMERA ... VIDEO QUALITY IS SUPERB
274,Jyothiswaroop,2020-12-30,5.0,Wooooww,  Just A great phone don't buy it.(Just writing this because I need more words for submitting this review heeeeee aaa
275,shekhar,2021-03-10,5.0,I can say superb,  Great one fabulous never expected this one great product by Apple after a long long time good to see this product
276,S.Siva Ram Kris,2020-11-07,5.0,BEST IPHONE EVER,  Awesome battery life and camera was too good specially portrait mode is awesome.A14 bionic chip is awesome 😍i love it🔥
277,Tarun barath,2020-11-07,3.0,Best phone out there,  best phone of 2020 for sure.combine it with the apple 20 w adapter and it will give 0 to 100 in less than 50 mins
278,Siraj Ali,2021-03-24,4.0,BEAST !!!!💥,"  Your browser does not support HTML5 video.   Well it’s getting lots of hate and shame because of them removing the charger from the box when they know that 1 or 2 years later they will do the same, just like the headphone jack."
279,Anil Tiwari,2021-04-19,5.0,Beautiful stylish phone with very good battery life,  Beautiful phone with amazing battery life and camera quality. Face id works perfectly. Blue colour is very vibrant and stylish.Go for it
280,debasis patnayak,2020-12-17,5.0,Go for it !,  I wont say value for money because there are other phones which offer top notch flagship features. But if you need an Apple brand them go for it. As always you pay for the brand and not for phone
281,Amazon Customer,2020-12-31,5.0,Worst battery life,  Purchase date:19-04-2021Product:iPhone 64 GB BlueComplaint raised to iPhone on 21st 04 2021 on worst battery experience in response they said it’s common although I’m using iPhone from 6th series & currently using X with battery life of 80%
282,Vignesh,2021-04-18,4.0,Only Apple iPhone.. Love it,"  Excellent Performance, Excellent New features. Camera, Battery I always love it...👌👌👌👍👍👍 Value for money. Worth buying. 👍👍👍👌👌👌. Like it. Nice design also"
283,mohit gupta,2020-12-28,5.0,Good phone,"  Good phone to buy  with brand name of iphone. although the iPhone X is (imo) overpriced compared to a similarly priced Galaxy Note 9, which is bigger, offers more memory, and far more customization features than any iPhone before or since."
284,AKHILESH PAL,2021-02-15,4.0,An amazing product,  The A14 Bionic chip is indeed amazing. The sharp edges are a true beauty indeed. The camera performance is astonishing as well :)
285,Rahul Solao,2021-04-16,4.0,Network problem,"  Battery is good, value for money is lite expensive and finally iphone E sim network is till not working properly,"
286,Basavaraj,2021-03-16,5.0,Amazing phone ever,  Amazing phone and my kidneys are safe 😂😂😒 nd i am shift from Android user to the ios user literally 😂😒😎
287,Karan Vitthal Waghbije,2021-04-23,5.0,Recommend to look for other options,  After buying it miseries starts....no matter how much discount you get you need to spent atleast 10k additional for the basic accessories. First Apple product n really disappointed.
288,S.Siva Ram Kris,2020-11-07,5.0,No Caption Needed... Just Go For It !!! 🔥🔥,  This is the best Phone on the Market Right Now ...  U can definitely check it out... & Go for it !!!
289,Tarun barath,2020-11-07,3.0,Better then samsung note 20 pro ultra,  Best iOs phone if you have budget of 75k Amd  better than samsungs flaships mobile If uh want then just go for it
290,Gardhara singh,2021-01-21,5.0,So Good!!!!!,  Great phone. But its costlier. Camera is best part. Battery life is great. Very light to hold. I love iphone.
291,Habibullah k.,2020-12-10,4.0,12 battery is worse 11 is better,  Battery is worse 11 is batter then 12 battery drain to first i charge 100 % and i use to play a music in 1 or to minut the battery is down to first
292,Ujjwal,2021-04-05,5.0,awesome!!!,  Beautiful design ! Super performance ! Very nice mobile phone...(fingerprint is replaced with face recognition - no problems so far.)
293,sandeep,2020-12-17,5.0,Beast,  Beast....Ever...Don’t Trust Other Brand Plastics..Really worthable product from AppleThe Originallity and the Quality Ever from appleTrust
294,#jpkworld,2021-02-05,5.0,No Charger,  Finger print dediya hota to 5🌟 ho jate best phone 2021 camera best display best battery backup best and performance best and big problem no chager
295,Atulya Nagarsenkar,2020-11-07,5.0,Battery is a bummer,  Great camera 📷 but the freaking battery is a bummer I would recommend iphone 11 if u wanna for the battery life
296,Nikhil Kumar singh,2021-03-12,5.0,good,  good product overall. I am using since two months months months months months months months months  months  months  months  months
297,Amit,2021-03-13,5.0,Camera and battery,"  It has improved its battery quality and its camera is still better than iPhone 11 and oneplus 9 pro , I’m satisfied with the product"
298,Jaswinder Singh,2020-12-23,5.0,🔥,  Best phone but doesn’t have myriad apps like android.Surround sounds!!! Best battery best display Love this phone. Best in class
299,Abhishek Gupta,2020-12-26,5.0,Love it.,  Camera quality is very nice.Love this productI am upgrade to my iPhone x to iPhone 12This product is value for moneyThank you. Apple
300,S.Siva Ram Kris,2020-11-07,5.0,Khatam tata bye bye,  Okkk so done with one kidney going to sell another one for power adapter and for case 🤧 and ofcourse value for kidney 😅
301,Tarun barath,2020-11-07,3.0,best prooduct,  RUSHIKESH PATEL IPHONE 12BEST AND GOOD PHONE.VALUE FOR MONEYGOOD CAMERA AND BATTERYCAMERA SENSOR IS BEST IN IPHONE 12
